# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	19324	21501	-						61280622	CCD84_RS00130	2178		old_locus_tag=CCD84_00130
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	19324	21501	-	WP_002229921.1	WP_002229921.1		TonB-dependent siderophore receptor		61280622	CCD84_RS00130	2178	725	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	21615	21938	-						61280623	CCD84_RS00135	324		old_locus_tag=CCD84_00135
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	21615	21938	-	WP_002229922.1	WP_002229922.1		cupin domain-containing protein		61280623	CCD84_RS00135	324	107	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	23443	24408	-						61280624	CCD84_RS00150	966		old_locus_tag=CCD84_00160
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	23443	24408	-	WP_002221536.1	WP_002221536.1		siderophore ABC transporter substrate-binding protein		61280624	CCD84_RS00150	966	321	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	24644	25600	+						61280625	CCD84_RS00155	957		old_locus_tag=CCD84_00165
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	24644	25600	+	WP_002229916.1	WP_002229916.1		AraC family transcriptional regulator		61280625	CCD84_RS00155	957	318	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	25714	27729	-						61280626	CCD84_RS00160	2016		old_locus_tag=CCD84_00170
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	25714	27729	-	WP_002229919.1	WP_002229919.1		prolyl oligopeptidase family protein		61280626	CCD84_RS00160	2016	671	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	27825	29135	-					argA	61280627	CCD84_RS00165	1311		old_locus_tag=CCD84_00175
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	27825	29135	-	WP_002229918.1	WP_002229918.1		amino-acid N-acetyltransferase	argA	61280627	CCD84_RS00165	1311	436	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	29132	29566	-						61280628	CCD84_RS00170	435		old_locus_tag=CCD84_00180
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	29132	29566	-	WP_002214654.1	WP_002214654.1		hypothetical protein		61280628	CCD84_RS00170	435	144	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	29640	30281	-					pyrE	61280629	CCD84_RS00175	642		old_locus_tag=CCD84_00185
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	29640	30281	-	WP_002217982.1	WP_002217982.1		orotate phosphoribosyltransferase	pyrE	61280629	CCD84_RS00175	642	213	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	30343	31080	-						61280630	CCD84_RS00180	738		old_locus_tag=CCD84_00190
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	30343	31080	-	WP_002226721.1	WP_002226721.1		uracil-DNA glycosylase family protein		61280630	CCD84_RS00180	738	245	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	31074	31514	-					rimI	61280631	CCD84_RS00185	441		old_locus_tag=CCD84_00195
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	31074	31514	-	WP_002221529.1	WP_002221529.1		ribosomal protein S18-alanine N-acetyltransferase	rimI	61280631	CCD84_RS00185	441	146	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	31511	32188	-					tsaB	61280632	CCD84_RS00190	678		old_locus_tag=CCD84_00200
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	31511	32188	-	WP_002229914.1	WP_002229914.1		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	tsaB	61280632	CCD84_RS00190	678	225	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	32327	33286	-						61280633	CCD84_RS00200	960		old_locus_tag=CCD84_00205
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	32327	33286	-	WP_187440436.1	WP_187440436.1		factor H binding family protein		61280633	CCD84_RS00200	960	319	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	33306	34370	-					fba	61280634	CCD84_RS00205	1065		old_locus_tag=CCD84_00210
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	33306	34370	-	WP_002217974.1	WP_002217974.1		fructose-bisphosphate aldolase class II	fba	61280634	CCD84_RS00205	1065	354	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	34564	35481	+					xerC	61280635	CCD84_RS00210	918		old_locus_tag=CCD84_00215
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	34564	35481	+	WP_002229915.1	WP_002229915.1		tyrosine recombinase XerC	xerC	61280635	CCD84_RS00210	918	305	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	35566	37479	+					dxs	61280636	CCD84_RS00215	1914		old_locus_tag=CCD84_00220
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	35566	37479	+	WP_002229917.1	WP_002229917.1		1-deoxy-D-xylulose-5-phosphate synthase	dxs	61280636	CCD84_RS00215	1914	637	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	37564	38892	-					miaB	61280637	CCD84_RS00220	1329		old_locus_tag=CCD84_00225
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	37564	38892	-	WP_002221522.1	WP_002221522.1		tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	miaB	61280637	CCD84_RS00220	1329	442	
gene	pseudogene	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	39095	39175	+						61282697	CCD84_RS12225	81		partial;pseudo
CDS	without_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	39095	39175	+				glucosamine-fructose-6-phosphate aminotransferase		61282697	CCD84_RS12225	81		partial;pseudo
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	39278	39661	+						71771319	CCD84_RS12575	384		old_locus_tag=CCD84_00230
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	39278	39661	+	WP_002236150.1	WP_002236150.1		hypothetical protein		71771319	CCD84_RS12575	384	127	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	39725	41008	+					hemL	61280640	CCD84_RS00235	1284		old_locus_tag=CCD84_00235
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	39725	41008	+	WP_002229910.1	WP_002229910.1		glutamate-1-semialdehyde 2,1-aminomutase	hemL	61280640	CCD84_RS00235	1284	427	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	41224	41496	-						61280641	CCD84_RS00245	273		old_locus_tag=CCD84_00245
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	41224	41496	-	WP_002233040.1	WP_002233040.1		hypothetical protein		61280641	CCD84_RS00245	273	90	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	41507	42070	-					orn	61280642	CCD84_RS00250	564		old_locus_tag=CCD84_00250
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	41507	42070	-	WP_002230857.1	WP_002230857.1		oligoribonuclease	orn	61280642	CCD84_RS00250	564	187	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	42088	42975	-					prmA	61280643	CCD84_RS00255	888		old_locus_tag=CCD84_00255
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	42088	42975	-	WP_002229911.1	WP_002229911.1		50S ribosomal protein L11 methyltransferase	prmA	61280643	CCD84_RS00255	888	295	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	43236	44597	-					accC	61280644	CCD84_RS00260	1362		old_locus_tag=CCD84_00260
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	43236	44597	-	WP_002214629.1	WP_002214629.1		acetyl-CoA carboxylase biotin carboxylase subunit	accC	61280644	CCD84_RS00260	1362	453	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	44711	45163	-					accB	61280645	CCD84_RS00265	453		old_locus_tag=CCD84_00265
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	44711	45163	-	WP_002229908.1	WP_002229908.1		acetyl-CoA carboxylase biotin carboxyl carrier protein	accB	61280645	CCD84_RS00265	453	150	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	45145	45402	-						61280646	CCD84_RS00270	258		old_locus_tag=CCD84_00270
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	45145	45402	-	WP_002214626.1	WP_002214626.1		hypothetical protein		61280646	CCD84_RS00270	258	85	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	45519	46559	+					queA	61280647	CCD84_RS00275	1041		old_locus_tag=CCD84_00275
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	45519	46559	+	WP_002229909.1	WP_002229909.1		tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	queA	61280647	CCD84_RS00275	1041	346	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	47033	47611	-						61280648	CCD84_RS00285	579		old_locus_tag=CCD84_00290
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	47033	47611	-	WP_002219825.1	WP_002219825.1		NAD(P)H-dependent oxidoreductase		61280648	CCD84_RS00285	579	192	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	47850	48749	+					crgA	61280649	CCD84_RS00295	900		old_locus_tag=CCD84_00300
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	47850	48749	+	WP_002214623.1	WP_002214623.1		LysR family transcriptional regulator CrgA	crgA	61280649	CCD84_RS00295	900	299	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	48978	52193	-					carB	61280650	CCD84_RS00300	3216		old_locus_tag=CCD84_00305
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	48978	52193	-	WP_002229905.1	WP_002229905.1		carbamoyl-phosphate synthase large subunit	carB	61280650	CCD84_RS00300	3216	1071	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	52233	52844	-						61280651	CCD84_RS00305	612		old_locus_tag=CCD84_00310
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	52233	52844	-	WP_002234297.1	WP_002234297.1		hypothetical protein		61280651	CCD84_RS00305	612	203	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	53692	54081	-						61280652	CCD84_RS00315	390		old_locus_tag=CCD84_00330
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	53692	54081	-	WP_002217956.1	WP_002217956.1		endonuclease domain-containing protein		61280652	CCD84_RS00315	390	129	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	54642	54779	-						61280653	CCD84_RS00320	138		old_locus_tag=CCD84_00345
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	54642	54779	-	WP_002214606.1	WP_002214606.1		VOC family protein		61280653	CCD84_RS00320	138	45	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	54825	55958	-					carA	61280654	CCD84_RS00325	1134		old_locus_tag=CCD84_00350
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	54825	55958	-	WP_002235181.1	WP_002235181.1		glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	carA	61280654	CCD84_RS00325	1134	377	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	56543	59005	-						61280655	CCD84_RS00340	2463		old_locus_tag=CCD84_00365
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	56543	59005	-	WP_244947501.1	WP_244947501.1		pilus assembly/adherence protein PilC		61280655	CCD84_RS00340	2463	820	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	59018	59413	+						71771320	CCD84_RS12580	396		
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	59018	59413	+	WP_238705222.1	WP_238705222.1		hypothetical protein		71771320	CCD84_RS12580	396	131	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	60450	61415	+						61280656	CCD84_RS00355	966		old_locus_tag=CCD84_00380
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	60450	61415	+	WP_002216744.1	WP_002216744.1		IS30 family transposase		61280656	CCD84_RS00355	966	321	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	61996	63075	-					apbC	61280657	CCD84_RS00365	1080		old_locus_tag=CCD84_00395
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	61996	63075	-	WP_002257677.1	WP_002257677.1		iron-sulfur cluster carrier protein ApbC	apbC	61280657	CCD84_RS00365	1080	359	
gene	tRNA	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	63286	63361	+						61280658	CCD84_RS00370	76		old_locus_tag=CCD84_00400
tRNA		GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	63286	63361	+				tRNA-Lys		61280658	CCD84_RS00370	76		anticodon=TTT
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	63440	63949	+						61280659	CCD84_RS00375	510		old_locus_tag=CCD84_00405
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	63440	63949	+	WP_002229886.1	WP_002229886.1		protein disulfide oxidoreductase		61280659	CCD84_RS00375	510	169	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	64292	64732	+					nadR	61280660	CCD84_RS00385	441		old_locus_tag=CCD84_00415
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	64292	64732	+	WP_002221507.1	WP_002221507.1		MarR family adhesin repressor NadR	nadR	61280660	CCD84_RS00385	441	146	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	64847	65347	+					hpaC	61280661	CCD84_RS00390	501		old_locus_tag=CCD84_00420
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	64847	65347	+	WP_002229888.1	WP_002229888.1		4-hydroxyphenylacetate 3-monooxygenase, reductase component	hpaC	61280661	CCD84_RS00390	501	166	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	65365	66060	+						61280662	CCD84_RS00395	696		old_locus_tag=CCD84_00425
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	65365	66060	+	WP_002229894.1	WP_002229894.1		nucleotidyltransferase family protein		61280662	CCD84_RS00395	696	231	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	66291	66722	-						61280663	CCD84_RS00400	432		old_locus_tag=CCD84_00430
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	66291	66722	-	WP_002229891.1	WP_002229891.1		EamA family transporter		61280663	CCD84_RS00400	432	143	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	66897	68573	+						61280664	CCD84_RS00405	1677		old_locus_tag=CCD84_00435
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	66897	68573	+	WP_002229890.1	WP_002229890.1		formate--tetrahydrofolate ligase		61280664	CCD84_RS00405	1677	558	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	68686	69777	+					ychF	61280665	CCD84_RS00410	1092		old_locus_tag=CCD84_00440
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	68686	69777	+	WP_002229896.1	WP_002229896.1		redox-regulated ATPase YchF	ychF	61280665	CCD84_RS00410	1092	363	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	69767	69970	-						61282698	CCD84_RS12230	204		
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	69767	69970	-	WP_079760805.1	WP_079760805.1		hypothetical protein		61282698	CCD84_RS12230	204	67	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	70144	72015	+						61280666	CCD84_RS00420	1872		old_locus_tag=CCD84_00445
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	70144	72015	+	WP_002261325.1	WP_002261325.1		acyltransferase		61280666	CCD84_RS00420	1872	623	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	72078	73373	+					tyrS	61280667	CCD84_RS00425	1296		old_locus_tag=CCD84_00450
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	72078	73373	+	WP_002229893.1	WP_002229893.1		tyrosine--tRNA ligase	tyrS	61280667	CCD84_RS00425	1296	431	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	73672	74592	+					ribF	61280668	CCD84_RS00430	921		old_locus_tag=CCD84_00455
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	73672	74592	+	WP_002219812.1	WP_002219812.1		bifunctional riboflavin kinase/FAD synthetase	ribF	61280668	CCD84_RS00430	921	306	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	74733	77522	+					ileS	61280669	CCD84_RS00435	2790		old_locus_tag=CCD84_00460
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	74733	77522	+	WP_002229889.1	WP_002229889.1		isoleucine--tRNA ligase	ileS	61280669	CCD84_RS00435	2790	929	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	78565	79062	+					lspA	61280670	CCD84_RS00445	498		old_locus_tag=CCD84_00475
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	78565	79062	+	WP_002217934.1	WP_002217934.1		signal peptidase II	lspA	61280670	CCD84_RS00445	498	165	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	79091	80059	+					ispH	61280671	CCD84_RS00450	969		old_locus_tag=CCD84_00480
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	79091	80059	+	WP_002229883.1	WP_002229883.1		4-hydroxy-3-methylbut-2-enyl diphosphate reductase	ispH	61280671	CCD84_RS00450	969	322	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	80146	80703	-						61280672	CCD84_RS00455	558		old_locus_tag=CCD84_00485
