# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	5162	5527	+					arsC		H3L91_RS00035	366		old_locus_tag=H3L91_00035
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	5162	5527	+	WP_040658474.1	WP_040658474.1		arsenate reductase (glutaredoxin)	arsC		H3L91_RS00035	366	121	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	5572	6240	+							H3L91_RS00040	669		old_locus_tag=H3L91_00040
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	5572	6240	+	WP_007341303.1	WP_007341303.1		YdcF family protein			H3L91_RS00040	669	222	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	6709	7878	+					metK		H3L91_RS00045	1170		old_locus_tag=H3L91_00045
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	6709	7878	+	WP_007341305.1	WP_007341305.1		methionine adenosyltransferase	metK		H3L91_RS00045	1170	389	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	7970	8632	+							H3L91_RS00050	663		old_locus_tag=H3L91_00050
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	7970	8632	+	WP_007341307.1	WP_007341307.1		Fic family protein			H3L91_RS00050	663	220	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	8842	9966	+							H3L91_RS00055	1125		old_locus_tag=H3L91_00055
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	8842	9966	+	WP_007341308.1	WP_007341308.1		DUF1176 domain-containing protein			H3L91_RS00055	1125	374	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	10172	11719	+					msrAB		H3L91_RS00060	1548		old_locus_tag=H3L91_00060
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	10172	11719	+	WP_007341310.1	WP_007341310.1		bifunctional peptide-methionine (S)-S-oxide reductase MsrA/peptide-methionine (R)-S-oxide reductase MsrB	msrAB		H3L91_RS00060	1548	515	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	12004	12891	+							H3L91_RS00065	888		old_locus_tag=H3L91_00065
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	12004	12891	+	WP_040658476.1	WP_040658476.1		tyrosine-type recombinase/integrase			H3L91_RS00065	888	295	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	13530	14609	+					apbC		H3L91_RS00070	1080		old_locus_tag=H3L91_00070
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	13530	14609	+	WP_007341313.1	WP_007341313.1		iron-sulfur cluster carrier protein ApbC	apbC		H3L91_RS00070	1080	359	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	14705	15502	-							H3L91_RS00075	798		old_locus_tag=H3L91_00075
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	14705	15502	-	WP_007341314.1	WP_007341314.1		hypothetical protein			H3L91_RS00075	798	265	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	15542	15964	-							H3L91_RS00080	423		old_locus_tag=H3L91_00080
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	15542	15964	-	WP_244958499.1	WP_244958499.1		hypothetical protein			H3L91_RS00080	423	140	
gene	pseudogene	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	15956	16078	-							H3L91_RS12220	123		partial;pseudo
CDS	without_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	15956	16078	-				prepilin-type N-terminal cleavage/methylation domain-containing protein			H3L91_RS12220	123		partial;pseudo
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	16180	16566	-							H3L91_RS00085	387		old_locus_tag=H3L91_00085
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	16180	16566	-	WP_244958488.1	WP_244958488.1		pilin			H3L91_RS00085	387	128	
gene	pseudogene	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	16597	16722	-							H3L91_RS12225	126		partial;pseudo
CDS	without_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	16597	16722	-				prepilin-type N-terminal cleavage/methylation domain-containing protein			H3L91_RS12225	126		partial;pseudo
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	17321	17863	-							H3L91_RS00090	543		old_locus_tag=H3L91_00090
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	17321	17863	-	WP_040658477.1	WP_040658477.1		pilin			H3L91_RS00090	543	180	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	18346	19248	-					asd		H3L91_RS00095	903		old_locus_tag=H3L91_00095
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	18346	19248	-	WP_007341318.1	WP_007341318.1		archaetidylserine decarboxylase	asd		H3L91_RS00095	903	300	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	19492	20676	+					ubiM		H3L91_RS00100	1185		old_locus_tag=H3L91_00100
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	19492	20676	+	WP_007341320.1	WP_007341320.1		5-demethoxyubiquinol-8 5-hydroxylase UbiM	ubiM		H3L91_RS00100	1185	394	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	20764	21315	+							H3L91_RS00105	552		old_locus_tag=H3L91_00105
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	20764	21315	+	WP_007341321.1	WP_007341321.1		hypothetical protein			H3L91_RS00105	552	183	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	21370	21567	+							H3L91_RS00110	198		old_locus_tag=H3L91_00110
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	21370	21567	+	WP_007341322.1	WP_007341322.1		hypothetical protein			H3L91_RS00110	198	65	
gene	pseudogene	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	21788	21985	+							H3L91_RS12230	198		partial;pseudo
CDS	without_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	21788	21985	+				hypothetical protein			H3L91_RS12230	198		partial;pseudo
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	21937	22686	+							H3L91_RS00115	750		old_locus_tag=H3L91_00115
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	21937	22686	+	WP_244958500.1	WP_244958500.1		alpha/beta hydrolase-fold protein			H3L91_RS00115	750	249	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	23228	23665	+					mscL		H3L91_RS00120	438		old_locus_tag=H3L91_00120
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	23228	23665	+	WP_007341326.1	WP_007341326.1		large conductance mechanosensitive channel protein MscL	mscL		H3L91_RS00120	438	145	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	23686	24339	-							H3L91_RS00125	654		old_locus_tag=H3L91_00125
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	23686	24339	-	WP_182109902.1	WP_182109902.1		IS1595 family transposase			H3L91_RS00125	654	217	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	24498	24902	-							H3L91_RS00130	405		old_locus_tag=H3L91_00130
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	24498	24902	-	WP_007341327.1	WP_007341327.1		SRPBCC family protein			H3L91_RS00130	405	134	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	24948	25616	-							H3L91_RS00135	669		old_locus_tag=H3L91_00135
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	24948	25616	-	WP_007341328.1	WP_007341328.1		DNA alkylation repair protein			H3L91_RS00135	669	222	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	25788	27083	-							H3L91_RS00140	1296		old_locus_tag=H3L91_00140
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	25788	27083	-	WP_007341329.1	WP_007341329.1		insulinase family protein			H3L91_RS00140	1296	431	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	27080	28474	-							H3L91_RS00145	1395		old_locus_tag=H3L91_00145
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	27080	28474	-	WP_007341330.1	WP_007341330.1		insulinase family protein			H3L91_RS00145	1395	464	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	28510	28833	+							H3L91_RS00150	324		old_locus_tag=H3L91_00150
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	28510	28833	+	WP_244958468.1	WP_244958468.1		hypothetical protein			H3L91_RS00150	324	107	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	28849	30261	+					ftsY		H3L91_RS00155	1413		old_locus_tag=H3L91_00155
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	28849	30261	+	WP_007341332.1	WP_007341332.1		signal recognition particle-docking protein FtsY	ftsY		H3L91_RS00155	1413	470	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	30542	31852	-							H3L91_RS00160	1311		old_locus_tag=H3L91_00160
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	30542	31852	-	WP_007341334.1	WP_007341334.1		peptidoglycan DD-metalloendopeptidase family protein			H3L91_RS00160	1311	436	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	32023	32934	+							H3L91_RS00165	912		old_locus_tag=H3L91_00165
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	32023	32934	+	WP_007341335.1	WP_007341335.1		hypothetical protein			H3L91_RS00165	912	303	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	33143	33646	+							H3L91_RS00170	504		old_locus_tag=H3L91_00170
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	33143	33646	+	WP_040658480.1	WP_040658480.1		phosphatidylglycerophosphatase A			H3L91_RS00170	504	167	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	33951	34889	-							H3L91_RS00175	939		old_locus_tag=H3L91_00175
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	33951	34889	-	WP_007341337.1	WP_007341337.1		Dyp-type peroxidase			H3L91_RS00175	939	312	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	35035	35274	+							H3L91_RS00180	240		old_locus_tag=H3L91_00180
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	35035	35274	+	WP_007341338.1	WP_007341338.1		RNA-binding S4 domain-containing protein			H3L91_RS00180	240	79	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	35261	35437	+							H3L91_RS00185	177		old_locus_tag=H3L91_00185
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	35261	35437	+	WP_007341339.1	WP_007341339.1		hypothetical protein			H3L91_RS00185	177	58	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	35434	36270	+							H3L91_RS00190	837		old_locus_tag=H3L91_00190
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	35434	36270	+	WP_007341340.1	WP_007341340.1		PHP domain-containing protein			H3L91_RS00190	837	278	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	36504	37403	-							H3L91_RS00195	900		old_locus_tag=H3L91_00195
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	36504	37403	-	WP_007341341.1	WP_007341341.1		LysR family transcriptional regulator			H3L91_RS00195	900	299	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	37524	37925	+							H3L91_RS00200	402		old_locus_tag=H3L91_00200
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	37524	37925	+	WP_007341342.1	WP_007341342.1		DoxX family protein			H3L91_RS00200	402	133	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	37936	38541	+							H3L91_RS00205	606		old_locus_tag=H3L91_00205
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	37936	38541	+	WP_007341343.1	WP_007341343.1		nitroreductase family protein			H3L91_RS00205	606	201	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	38621	38902	-							H3L91_RS00210	282		old_locus_tag=H3L91_00210
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	38621	38902	-	WP_007341344.1	WP_007341344.1		hypothetical protein			H3L91_RS00210	282	93	
gene	pseudogene	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	39049	39534	+							H3L91_RS00215	486		partial;pseudo;old_locus_tag=H3L91_00215
CDS	without_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	39049	39534	+				leucyl/phenylalanyl-tRNA--protein transferase family protein			H3L91_RS00215	486		partial;pseudo
gene	pseudogene	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	40078	40197	+							H3L91_RS00220	120		partial;pseudo;old_locus_tag=H3L91_00220
CDS	without_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	40078	40197	+				helix-turn-helix domain-containing protein			H3L91_RS00220	120		partial;pseudo
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	40423	41181	+							H3L91_RS00225	759		old_locus_tag=H3L91_00225
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	40423	41181	+	WP_007341347.1	WP_007341347.1		carbonic anhydrase			H3L91_RS00225	759	252	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	41431	41886	-							H3L91_RS12235	456		
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	41431	41886	-	WP_244958469.1	WP_244958469.1		hypothetical protein			H3L91_RS12235	456	151	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	41929	43956	-					uvrB		H3L91_RS00235	2028		old_locus_tag=H3L91_00235
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	41929	43956	-	WP_007341348.1	WP_007341348.1		excinuclease ABC subunit B	uvrB		H3L91_RS00235	2028	675	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	44044	44304	-					hfq		H3L91_RS00240	261		old_locus_tag=H3L91_00240
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	44044	44304	-	WP_007341349.1	WP_007341349.1		RNA chaperone Hfq	hfq		H3L91_RS00240	261	86	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	44431	44907	-					greA		H3L91_RS00245	477		old_locus_tag=H3L91_00245
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	44431	44907	-	WP_040658481.1	WP_040658481.1		transcription elongation factor GreA	greA		H3L91_RS00245	477	158	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	45117	45725	-							H3L91_RS00250	609		old_locus_tag=H3L91_00250
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	45117	45725	-	WP_007341351.1	WP_007341351.1		diadenosine tetraphosphatase			H3L91_RS00250	609	202	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	45905	46090	-							H3L91_RS00255	186		old_locus_tag=H3L91_00255
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	45905	46090	-	WP_007341352.1	WP_007341352.1		DNA gyrase inhibitor YacG			H3L91_RS00255	186	61	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	46094	46855	-					zapD		H3L91_RS00260	762		old_locus_tag=H3L91_00260
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	46094	46855	-	WP_007341353.1	WP_007341353.1		cell division protein ZapD	zapD		H3L91_RS00260	762	253	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	46860	47471	-					coaE		H3L91_RS00265	612		old_locus_tag=H3L91_00265
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	46860	47471	-	WP_007341354.1	WP_007341354.1		dephospho-CoA kinase	coaE		H3L91_RS00265	612	203	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	47468	48349	-							H3L91_RS00270	882		old_locus_tag=H3L91_00270
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	47468	48349	-	WP_007341355.1	WP_007341355.1		A24 family peptidase			H3L91_RS00270	882	293	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	48356	49579	-							H3L91_RS00275	1224		old_locus_tag=H3L91_00275
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	48356	49579	-	WP_007341356.1	WP_007341356.1		type II secretion system F family protein			H3L91_RS00275	1224	407	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	49598	51271	-					pilB		H3L91_RS00280	1674		old_locus_tag=H3L91_00280
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	49598	51271	-	WP_007341357.1	WP_007341357.1		type IV-A pilus assembly ATPase PilB	pilB		H3L91_RS00280	1674	557	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	51420	53009	-							H3L91_RS00285	1590		old_locus_tag=H3L91_00285
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	51420	53009	-	WP_040658482.1	WP_040658482.1		inorganic phosphate transporter			H3L91_RS00285	1590	529	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	53530	54402	-							H3L91_RS00290	873		old_locus_tag=H3L91_00290
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	53530	54402	-	WP_007341361.1	WP_007341361.1		EamA family transporter			H3L91_RS00290	873	290	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	54723	55085	+							H3L91_RS00295	363		old_locus_tag=H3L91_00295
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	54723	55085	+	WP_007341363.1	WP_007341363.1		YbaN family protein			H3L91_RS00295	363	120	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	55169	56383	+					sstT		H3L91_RS00300	1215		old_locus_tag=H3L91_00300
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	55169	56383	+	WP_007341364.1	WP_007341364.1		serine/threonine transporter SstT	sstT		H3L91_RS00300	1215	404	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	56442	56849	+							H3L91_RS00305	408		old_locus_tag=H3L91_00305
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	56442	56849	+	WP_154647162.1	WP_154647162.1		hypothetical protein			H3L91_RS00305	408	135	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	56975	57853	+							H3L91_RS00310	879		old_locus_tag=H3L91_00310
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	56975	57853	+	WP_244958470.1	WP_244958470.1		hypothetical protein			H3L91_RS00310	879	292	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	57850	58224	+							H3L91_RS00315	375		old_locus_tag=H3L91_00315
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	57850	58224	+	WP_154647163.1	WP_154647163.1		hypothetical protein			H3L91_RS00315	375	124	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	58202	59002	-							H3L91_RS00320	801		old_locus_tag=H3L91_00320
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	58202	59002	-	WP_040658484.1	WP_040658484.1		DsbC family protein			H3L91_RS00320	801	266	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	59255	60046	+							H3L91_RS00325	792		old_locus_tag=H3L91_00325
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	59255	60046	+	WP_007341369.1	WP_007341369.1		3'-5' exonuclease			H3L91_RS00325	792	263	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	60342	61208	-							H3L91_RS00330	867		old_locus_tag=H3L91_00330
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	60342	61208	-	WP_040658486.1	WP_040658486.1		cysteine ABC transporter substrate-binding protein			H3L91_RS00330	867	288	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	61322	62053	-							H3L91_RS00335	732		old_locus_tag=H3L91_00335
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	61322	62053	-	WP_007341371.1	WP_007341371.1		amino acid ABC transporter ATP-binding protein			H3L91_RS00335	732	243	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	62055	62723	-							H3L91_RS00340	669		old_locus_tag=H3L91_00340
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	62055	62723	-	WP_040658489.1	WP_040658489.1		amino acid ABC transporter permease			H3L91_RS00340	669	222	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	62713	63372	-							H3L91_RS00345	660		old_locus_tag=H3L91_00345
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	62713	63372	-	WP_040658491.1	WP_040658491.1		amino acid ABC transporter permease			H3L91_RS00345	660	219	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	63849	65387	-					murJ		H3L91_RS00350	1539		old_locus_tag=H3L91_00350
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	63849	65387	-	WP_007341374.1	WP_007341374.1		murein biosynthesis integral membrane protein MurJ	murJ		H3L91_RS00350	1539	512	
gene	tRNA	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	65434	65509	-							H3L91_RS00355	76		old_locus_tag=H3L91_00355
tRNA		GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	65434	65509	-				tRNA-Lys			H3L91_RS00355	76		anticodon=TTT
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	65650	66078	+							H3L91_RS00360	429		old_locus_tag=H3L91_00360
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	65650	66078	+	WP_007341375.1	WP_007341375.1		hypothetical protein			H3L91_RS00360	429	142	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	66075	67358	+					hemL		H3L91_RS00365	1284		old_locus_tag=H3L91_00365
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	66075	67358	+	WP_007341376.1	WP_007341376.1		glutamate-1-semialdehyde 2,1-aminomutase	hemL		H3L91_RS00365	1284	427	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	67491	68210	-					pyrH		H3L91_RS00370	720		old_locus_tag=H3L91_00370
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	67491	68210	-	WP_007341377.1	WP_007341377.1		UMP kinase	pyrH		H3L91_RS00370	720	239	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	68436	68774	+							H3L91_RS00375	339		old_locus_tag=H3L91_00375
